SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,FLAG_MOBIL,REGION_POPULATION_RELATIVE,OWN_CAR_AGE
100463,0,Cash loans,F,N,N,0,112500.0,1,0.00496,
100464,0,Cash loans,M,N,N,0,112500.0,1,0.008625,
100465,0,Cash loans,M,N,N,0,135000.0,1,0.016612000000000002,
100467,0,Cash loans,F,N,N,0,81000.0,1,0.028663,
100468,0,Cash loans,F,Y,N,0,112500.0,1,0.010006,2.0
100469,0,Revolving loans,M,Y,Y,0,450000.0,1,0.014464,4.0
100470,0,Cash loans,F,Y,Y,0,225000.0,1,0.026392,0.0
100471,0,Cash loans,F,Y,Y,1,112500.0,1,0.030755,1.0
100472,1,Cash loans,M,Y,Y,1,135000.0,1,0.008473999999999999,11.0
100473,0,Cash loans,M,Y,Y,0,405000.0,1,0.0105,7.0
100474,0,Revolving loans,M,Y,N,0,450000.0,1,0.072508,15.0
100475,0,Revolving loans,F,Y,Y,0,405000.0,1,0.032561,5.0
100476,0,Cash loans,M,Y,Y,1,225000.0,1,0.008625,3.0
100477,1,Cash loans,M,Y,Y,1,112500.0,1,0.015221,12.0
100478,0,Cash loans,F,N,Y,1,90000.0,1,0.031329,
100479,0,Revolving loans,M,Y,Y,0,90000.0,1,0.018801,64.0
100480,0,Cash loans,M,N,N,0,450000.0,1,0.04622,
100481,0,Revolving loans,M,Y,Y,0,180000.0,1,0.011657,3.0
100482,0,Cash loans,F,Y,Y,0,112500.0,1,0.0228,21.0
100485,1,Revolving loans,M,Y,N,1,270000.0,1,0.026392,8.0
100486,0,Cash loans,F,N,Y,0,58500.0,1,0.015221,
100487,0,Cash loans,M,Y,N,0,121500.0,1,0.016612000000000002,1.0
100488,0,Cash loans,F,Y,N,1,270000.0,1,0.04622,4.0
100489,0,Cash loans,M,N,Y,0,90000.0,1,0.010556,
100490,1,Cash loans,M,N,N,0,135000.0,1,0.00963,
100491,0,Cash loans,M,Y,N,0,193500.0,1,0.003818,64.0
100492,0,Cash loans,F,N,Y,3,450000.0,1,0.006629,
100493,0,Cash loans,F,Y,Y,0,270000.0,1,0.035792000000000004,16.0
100495,0,Cash loans,F,Y,N,1,112500.0,1,0.006305,13.0
100496,0,Cash loans,F,N,Y,0,450000.0,1,0.026392,
100497,0,Revolving loans,M,N,Y,0,135000.0,1,0.009175,
100498,0,Cash loans,M,N,Y,0,112500.0,1,0.020713,
100499,0,Cash loans,F,Y,Y,0,225000.0,1,0.010032,17.0
100500,0,Cash loans,F,N,N,0,202500.0,1,0.032561,
100501,0,Cash loans,M,N,N,1,247500.0,1,0.007273999999999998,
100502,0,Cash loans,F,Y,Y,0,202500.0,1,0.022625,1.0
100503,0,Cash loans,F,N,Y,0,189000.0,1,0.009175,
100504,0,Cash loans,F,N,Y,0,157500.0,1,0.019689,
100505,0,Cash loans,M,Y,Y,3,225000.0,1,0.022625,7.0
100506,0,Cash loans,M,Y,Y,0,112500.0,1,0.006305,20.0
100507,0,Cash loans,M,N,N,1,202500.0,1,0.010032,
100508,0,Cash loans,F,Y,Y,0,450000.0,1,0.032561,1.0
100509,0,Cash loans,F,N,Y,0,90000.0,1,0.035792000000000004,
100511,0,Cash loans,F,N,N,0,85500.0,1,0.018634,
100513,0,Cash loans,F,N,Y,0,180000.0,1,0.035792000000000004,
100514,0,Cash loans,M,N,Y,0,270000.0,1,0.018029,
100515,0,Cash loans,F,N,Y,0,157500.0,1,0.031329,
100516,0,Cash loans,F,N,N,0,157500.0,1,0.028663,
100518,0,Revolving loans,F,N,Y,0,117000.0,1,0.00733,
100519,0,Cash loans,F,N,N,0,112500.0,1,0.007114,
100520,0,Revolving loans,F,N,Y,0,135000.0,1,0.007305,
100521,0,Revolving loans,F,N,N,0,157500.0,1,0.008473999999999999,
100522,0,Cash loans,F,Y,Y,1,180000.0,1,0.018801,1.0
100523,0,Cash loans,M,Y,Y,0,225000.0,1,0.04622,27.0
100524,0,Cash loans,M,N,Y,0,112500.0,1,0.006207,
100525,0,Cash loans,M,N,Y,0,157500.0,1,0.005144,
100526,0,Cash loans,M,Y,N,1,144000.0,1,0.003122,27.0
100527,0,Revolving loans,F,N,N,0,112500.0,1,0.026392,
100528,0,Cash loans,F,N,Y,1,90000.0,1,0.020246,
100529,0,Cash loans,F,N,Y,0,135000.0,1,0.028663,
100530,0,Cash loans,F,Y,Y,0,135000.0,1,0.010556,14.0
100531,0,Cash loans,F,Y,Y,2,112500.0,1,0.030755,10.0
100532,0,Cash loans,M,Y,Y,0,99000.0,1,0.008625,17.0
100533,0,Revolving loans,M,N,Y,0,121500.0,1,0.028663,
100534,0,Cash loans,F,N,N,0,157500.0,1,0.028663,
100535,0,Cash loans,M,Y,N,0,90000.0,1,0.006670999999999999,16.0
100536,0,Cash loans,F,Y,Y,2,99000.0,1,0.019101,64.0
100537,0,Cash loans,F,N,Y,1,180000.0,1,0.020713,
100538,0,Cash loans,M,Y,N,1,157500.0,1,0.030755,15.0
100539,0,Cash loans,M,N,Y,0,184500.0,1,0.02461,
100540,1,Cash loans,F,N,Y,1,157500.0,1,0.018029,
100541,1,Cash loans,F,Y,N,2,180000.0,1,0.018209,17.0
100542,0,Cash loans,F,N,Y,0,112500.0,1,0.011703,
100543,0,Cash loans,F,N,Y,0,157500.0,1,0.016612000000000002,
100544,0,Cash loans,F,N,Y,0,96750.0,1,0.018209,
100545,0,Cash loans,F,N,Y,0,144000.0,1,0.035792000000000004,
100546,0,Cash loans,M,N,Y,0,67500.0,1,0.031329,
100547,1,Cash loans,M,Y,N,0,211500.0,1,0.026392,1.0
100549,0,Cash loans,F,N,Y,0,225000.0,1,0.032561,
100550,0,Cash loans,F,Y,Y,0,247500.0,1,0.035792000000000004,21.0
100554,0,Cash loans,F,Y,Y,0,225000.0,1,0.028663,7.0
100555,0,Cash loans,F,N,N,0,112500.0,1,0.028663,
100556,0,Cash loans,F,N,Y,0,58500.0,1,0.0105,
100557,0,Cash loans,F,Y,Y,0,225000.0,1,0.018801,11.0
100558,0,Revolving loans,M,N,Y,0,157500.0,1,0.030755,
100559,0,Cash loans,F,Y,Y,0,450000.0,1,0.01885,7.0
100560,0,Cash loans,F,N,N,0,49500.0,1,0.006305,
100562,0,Revolving loans,M,N,Y,1,337500.0,1,0.04622,
100563,0,Cash loans,F,N,Y,0,135000.0,1,0.006305,
100564,0,Cash loans,M,N,Y,2,180000.0,1,0.04622,
100565,0,Cash loans,F,N,Y,0,112500.0,1,0.031329,
100566,0,Cash loans,F,N,Y,1,117000.0,1,0.018029,
100567,1,Revolving loans,M,Y,Y,0,99000.0,1,0.028663,10.0
100570,0,Cash loans,F,Y,N,0,180000.0,1,0.028663,5.0
100571,0,Cash loans,M,Y,Y,2,292500.0,1,0.002042,10.0
100572,0,Cash loans,F,N,Y,0,31500.0,1,0.031329,
100573,0,Cash loans,F,Y,N,1,157500.0,1,0.015221,1.0
100574,0,Cash loans,M,Y,Y,0,225000.0,1,0.026392,4.0
100575,0,Cash loans,M,Y,Y,0,108000.0,1,0.00823,4.0
100576,0,Cash loans,F,N,Y,2,180000.0,1,0.032561,
100577,0,Cash loans,F,N,Y,0,171000.0,1,0.02461,
100578,0,Cash loans,M,N,N,1,135000.0,1,0.0228,
100579,0,Cash loans,M,N,N,2,180000.0,1,0.035792000000000004,
100580,0,Cash loans,F,N,Y,0,270000.0,1,0.00733,
100581,0,Cash loans,F,N,Y,0,270000.0,1,0.072508,
100582,0,Cash loans,M,N,Y,0,135000.0,1,0.025164,
100583,0,Cash loans,M,Y,Y,1,360000.0,1,0.006008,23.0
100584,0,Cash loans,F,N,N,0,139500.0,1,0.005313,
100585,0,Cash loans,M,N,Y,0,126000.0,1,0.01885,
100586,0,Cash loans,F,N,Y,0,85500.0,1,0.01885,
100587,0,Cash loans,F,Y,Y,1,90000.0,1,0.01885,4.0
100588,0,Cash loans,F,N,Y,1,157500.0,1,0.007273999999999998,
100589,0,Cash loans,M,N,Y,0,103500.0,1,0.008575,
100590,0,Cash loans,F,Y,N,0,225000.0,1,0.035792000000000004,15.0
100593,0,Cash loans,F,Y,Y,0,90000.0,1,0.00823,9.0
100594,0,Cash loans,F,N,Y,0,106398.0,1,0.018801,
100595,0,Cash loans,F,N,Y,0,247500.0,1,0.014519999999999996,
100596,0,Cash loans,F,N,Y,0,117000.0,1,0.020713,
100597,0,Cash loans,F,N,Y,0,135000.0,1,0.019101,
100598,0,Cash loans,M,N,Y,0,202500.0,1,0.015221,
100599,0,Cash loans,M,N,Y,0,315000.0,1,0.032561,
100600,0,Cash loans,F,N,Y,2,112500.0,1,0.018029,
100601,0,Cash loans,F,N,Y,0,157500.0,1,0.04622,
100603,0,Cash loans,M,N,Y,0,144000.0,1,0.019101,
100604,0,Cash loans,F,N,N,0,180000.0,1,0.072508,
100605,0,Cash loans,F,Y,Y,1,229500.0,1,0.00823,0.0
100606,0,Cash loans,M,Y,Y,0,225000.0,1,0.019101,13.0
100608,0,Cash loans,F,N,N,0,184500.0,1,0.00496,
100609,0,Cash loans,F,N,Y,0,180000.0,1,0.022625,
100610,0,Cash loans,F,Y,Y,0,292500.0,1,0.019101,9.0
100611,0,Cash loans,F,N,N,0,135000.0,1,0.018634,
100612,0,Cash loans,F,Y,N,0,157500.0,1,0.006670999999999999,19.0
100614,0,Revolving loans,F,N,N,0,90000.0,1,0.015221,
100615,0,Cash loans,F,N,Y,0,180000.0,1,0.018209,
100616,1,Cash loans,M,Y,N,0,225000.0,1,0.072508,9.0
100619,0,Cash loans,F,N,N,0,99000.0,1,0.005084,
100620,0,Cash loans,F,N,Y,0,225000.0,1,0.072508,
100621,0,Cash loans,M,Y,Y,0,450000.0,1,0.032561,6.0
100623,0,Cash loans,F,N,Y,0,207000.0,1,0.04622,
100624,0,Cash loans,M,Y,Y,0,99000.0,1,0.006852,11.0
100626,0,Cash loans,F,N,Y,3,337500.0,1,0.006629,
100627,0,Cash loans,F,N,Y,0,162000.0,1,0.072508,
100628,0,Cash loans,F,Y,N,1,121500.0,1,0.02461,11.0
100629,0,Cash loans,F,N,Y,0,112500.0,1,0.035792000000000004,
100630,0,Cash loans,F,Y,N,0,202500.0,1,0.010006,8.0
100631,0,Cash loans,F,N,Y,1,135000.0,1,0.010643,
100632,0,Cash loans,M,Y,Y,0,225000.0,1,0.032561,5.0
100633,0,Cash loans,M,Y,Y,1,247500.0,1,0.010966,4.0
100634,0,Cash loans,F,N,Y,0,108000.0,1,0.015221,
100635,0,Cash loans,F,N,Y,0,157500.0,1,0.025164,
100636,1,Cash loans,F,N,Y,0,211500.0,1,0.026392,
100637,0,Revolving loans,F,N,Y,0,270000.0,1,0.032561,
100638,0,Cash loans,M,Y,Y,0,135000.0,1,0.019101,2.0
100639,0,Cash loans,F,N,Y,0,90000.0,1,0.00702,
100640,0,Cash loans,F,N,Y,2,157500.0,1,0.006207,
100641,1,Cash loans,M,N,Y,0,112500.0,1,0.028663,
100642,0,Cash loans,F,N,Y,0,157500.0,1,0.015221,
100643,0,Cash loans,F,N,Y,0,90000.0,1,0.003069,
100644,0,Cash loans,F,Y,Y,2,76500.0,1,0.014464,0.0
100645,0,Cash loans,M,Y,N,0,247500.0,1,0.019101,2.0
100646,1,Cash loans,M,Y,Y,0,216000.0,1,0.010032,22.0
100647,0,Revolving loans,F,N,Y,0,99000.0,1,0.025164,
100648,0,Cash loans,M,Y,N,0,67500.0,1,0.018209,15.0
100649,1,Cash loans,F,N,N,2,180000.0,1,0.020713,
100650,1,Cash loans,M,N,N,0,135000.0,1,0.031329,
100651,0,Cash loans,F,Y,N,0,157500.0,1,0.020713,10.0
100652,0,Cash loans,F,Y,Y,0,130500.0,1,0.035792000000000004,4.0
100653,0,Cash loans,F,N,Y,1,247500.0,1,0.009657,
100654,0,Cash loans,F,N,Y,2,135000.0,1,0.028663,
100655,0,Revolving loans,M,N,Y,0,112500.0,1,0.018029,
100656,0,Cash loans,F,N,Y,0,54000.0,1,0.002042,
100657,0,Cash loans,F,N,N,0,135000.0,1,0.011657,
100658,0,Cash loans,F,N,N,1,189000.0,1,0.010966,
100659,0,Cash loans,F,N,Y,0,90000.0,1,0.010147,
100660,0,Revolving loans,M,N,Y,2,234000.0,1,0.011657,
100661,0,Cash loans,M,Y,Y,0,202500.0,1,0.003122,2.0
100662,0,Cash loans,F,N,Y,0,67500.0,1,0.009657,
100663,0,Cash loans,F,N,Y,0,112500.0,1,0.00702,
100664,0,Cash loans,M,Y,Y,0,87750.0,1,0.031329,11.0
100665,0,Revolving loans,F,N,Y,2,112500.0,1,0.00823,
100666,0,Cash loans,M,Y,Y,0,135000.0,1,0.020713,64.0
100667,0,Cash loans,M,N,Y,0,45000.0,1,0.014464,
100668,0,Cash loans,F,N,N,1,144000.0,1,0.018801,
100669,0,Cash loans,M,Y,N,0,81000.0,1,0.028663,30.0
100670,0,Cash loans,F,N,Y,0,112500.0,1,0.030755,
100671,0,Cash loans,F,N,Y,1,135000.0,1,0.032561,
100672,1,Cash loans,M,N,Y,0,112500.0,1,0.006852,
100673,0,Cash loans,M,Y,N,1,225000.0,1,0.008019,3.0
100674,0,Cash loans,F,Y,Y,0,157500.0,1,0.028663,8.0
100675,0,Cash loans,M,Y,Y,0,202500.0,1,0.008068,3.0
100676,0,Cash loans,M,Y,N,0,121500.0,1,0.030755,6.0
100678,0,Cash loans,F,Y,Y,2,184500.0,1,0.020246,6.0
100679,0,Cash loans,F,N,Y,0,72000.0,1,0.006008,
100680,0,Cash loans,F,N,Y,0,90000.0,1,0.006008,
100681,0,Cash loans,F,Y,N,0,180000.0,1,0.018209,8.0
100682,0,Cash loans,M,N,Y,0,90000.0,1,0.015221,
100683,0,Revolving loans,M,Y,Y,0,157500.0,1,0.030755,36.0
100684,0,Cash loans,M,Y,N,0,225000.0,1,0.04622,6.0
100685,0,Cash loans,M,N,N,0,265500.0,1,0.00496,
100686,0,Cash loans,F,N,N,0,135000.0,1,0.031329,
100687,0,Cash loans,M,Y,Y,0,243000.0,1,0.00823,7.0
100688,0,Cash loans,F,N,Y,2,135000.0,1,0.020713,
100689,0,Cash loans,F,N,Y,0,63000.0,1,0.031329,
100690,1,Cash loans,F,N,Y,1,135000.0,1,0.007305,
100691,0,Revolving loans,M,N,Y,2,225000.0,1,0.00963,
100692,0,Cash loans,F,N,Y,0,81000.0,1,0.003122,
100693,0,Cash loans,F,N,Y,3,90000.0,1,0.00496,
100694,0,Revolving loans,M,N,Y,1,180000.0,1,0.006008,
100695,0,Cash loans,F,N,Y,0,135000.0,1,0.019101,
100696,0,Cash loans,M,Y,Y,0,360000.0,1,0.018209,3.0
100697,0,Cash loans,F,N,Y,0,225000.0,1,0.072508,
100698,0,Cash loans,M,N,Y,0,157500.0,1,0.014464,
100700,0,Cash loans,F,N,N,0,157500.0,1,0.003069,
100701,0,Cash loans,F,N,Y,0,67500.0,1,0.01885,
100703,0,Cash loans,F,Y,Y,0,112500.0,1,0.026392,12.0
100704,0,Cash loans,F,N,N,0,90000.0,1,0.028663,
100705,0,Cash loans,M,N,Y,0,90000.0,1,0.025164,
100706,0,Cash loans,F,N,Y,0,180000.0,1,0.0105,
100707,0,Cash loans,M,N,Y,3,135000.0,1,0.01885,
100708,0,Cash loans,F,N,Y,0,135000.0,1,0.0105,
100709,0,Cash loans,M,Y,Y,2,157500.0,1,0.016612000000000002,10.0
100710,0,Cash loans,M,Y,Y,0,180000.0,1,0.009175,21.0
100712,0,Cash loans,M,N,N,2,540000.0,1,0.032561,
100713,1,Cash loans,F,N,Y,0,180000.0,1,0.025164,
100714,1,Cash loans,F,N,Y,0,99000.0,1,0.020713,
100715,0,Cash loans,M,Y,Y,0,126000.0,1,0.026392,18.0
100716,0,Cash loans,F,Y,N,1,135000.0,1,0.018801,20.0
100717,1,Cash loans,M,N,Y,0,135000.0,1,0.020246,
100718,0,Cash loans,F,N,Y,2,234000.0,1,0.04622,
100719,0,Cash loans,F,Y,Y,0,292500.0,1,0.04622,7.0
100720,0,Cash loans,F,N,Y,1,90000.0,1,0.025164,
100721,0,Cash loans,F,Y,Y,1,216000.0,1,0.014519999999999996,3.0
100722,0,Cash loans,M,Y,Y,0,540000.0,1,0.028663,0.0
100723,0,Cash loans,F,Y,N,1,202500.0,1,0.009657,4.0
100724,0,Cash loans,F,N,Y,2,112500.0,1,0.007120000000000001,
100725,0,Cash loans,F,Y,Y,1,112500.0,1,0.004849,7.0
100726,0,Cash loans,M,Y,N,0,202500.0,1,0.025164,64.0
100727,0,Cash loans,F,Y,Y,0,112500.0,1,0.030755,64.0
100728,0,Cash loans,F,N,N,0,112500.0,1,0.030755,
100730,0,Cash loans,F,N,Y,1,315000.0,1,0.032561,
100731,0,Revolving loans,F,Y,Y,1,112500.0,1,0.035792000000000004,14.0
100732,0,Cash loans,F,N,Y,0,225000.0,1,0.028663,
100733,0,Cash loans,F,N,N,0,157500.0,1,0.006233,
100734,0,Cash loans,F,Y,Y,1,157500.0,1,0.031329,4.0
100735,0,Cash loans,F,Y,Y,1,292500.0,1,0.026392,2.0
100736,0,Cash loans,M,Y,N,0,112500.0,1,0.011703,10.0
100737,0,Cash loans,F,N,Y,0,112500.0,1,0.035792000000000004,
100738,0,Revolving loans,F,N,Y,2,135000.0,1,0.020246,
100739,0,Revolving loans,F,N,Y,2,216000.0,1,0.04622,
100741,0,Cash loans,M,Y,Y,0,90000.0,1,0.007120000000000001,16.0
100742,0,Cash loans,F,N,Y,0,108000.0,1,0.01885,
100743,0,Cash loans,F,N,Y,0,38250.0,1,0.01885,
100746,0,Revolving loans,M,Y,Y,0,171000.0,1,0.026392,3.0
100748,0,Cash loans,F,Y,Y,1,103500.0,1,0.035792000000000004,10.0
100749,0,Cash loans,F,N,N,0,171000.0,1,0.019689,
100750,0,Cash loans,F,N,Y,0,121500.0,1,0.015221,
100755,0,Cash loans,F,N,Y,0,90000.0,1,0.019689,
100756,0,Cash loans,F,N,Y,0,202500.0,1,0.01885,
100757,0,Cash loans,F,N,N,0,180000.0,1,0.025164,
100758,0,Cash loans,F,N,Y,1,157500.0,1,0.00496,
100759,0,Cash loans,M,Y,N,2,202500.0,1,0.04622,3.0
100761,0,Cash loans,F,N,N,0,225000.0,1,0.018801,
100764,0,Revolving loans,M,Y,Y,0,135000.0,1,0.018634,13.0
100766,0,Cash loans,M,Y,Y,2,126000.0,1,0.025164,16.0
100767,0,Cash loans,M,N,Y,0,157500.0,1,0.035792000000000004,
100768,0,Cash loans,M,Y,N,0,112500.0,1,0.009175,17.0
100769,0,Cash loans,M,N,Y,2,247500.0,1,0.028663,
100771,0,Cash loans,M,N,Y,1,288000.0,1,0.020246,
100773,0,Cash loans,F,N,Y,0,112500.0,1,0.025164,
100774,0,Cash loans,F,N,Y,0,90000.0,1,0.014519999999999996,
100775,0,Cash loans,M,Y,N,0,112500.0,1,0.015221,13.0
100776,0,Cash loans,F,N,Y,0,225000.0,1,0.006008,
100778,0,Cash loans,M,Y,Y,0,202500.0,1,0.016612000000000002,17.0
100779,0,Cash loans,F,N,Y,0,135000.0,1,0.028663,
100780,0,Cash loans,F,N,N,0,112500.0,1,0.009175,
100781,0,Cash loans,M,Y,Y,0,405000.0,1,0.031329,1.0
100782,0,Cash loans,M,N,N,0,225000.0,1,0.030755,
100783,0,Revolving loans,M,N,Y,0,135000.0,1,0.001333,
100784,1,Cash loans,F,N,Y,0,54000.0,1,0.031329,
100785,0,Cash loans,F,Y,N,0,67500.0,1,0.007305,19.0
100786,0,Cash loans,F,N,N,0,270000.0,1,0.020713,
100787,0,Cash loans,M,Y,N,0,270000.0,1,0.035792000000000004,11.0
100788,0,Cash loans,F,N,N,0,112500.0,1,0.026392,
100789,0,Cash loans,F,N,Y,0,112500.0,1,0.010556,
100790,0,Cash loans,M,Y,N,0,157500.0,1,0.005144,13.0
100793,0,Cash loans,F,N,Y,0,126000.0,1,0.018634,
100794,0,Cash loans,F,N,Y,0,49500.0,1,0.031329,
100795,0,Cash loans,M,Y,Y,1,180000.0,1,0.026392,4.0
100796,1,Cash loans,F,N,Y,0,405000.0,1,0.00963,
100798,0,Cash loans,M,N,Y,0,81000.0,1,0.018209,
100799,0,Cash loans,F,Y,Y,0,103500.0,1,0.018029,16.0
100800,0,Cash loans,F,N,Y,0,126000.0,1,0.018634,
100801,0,Cash loans,F,N,Y,0,112500.0,1,0.025164,
100802,0,Cash loans,F,N,Y,0,76500.0,1,0.028663,
100803,0,Cash loans,F,N,Y,0,135000.0,1,0.026392,
100804,0,Cash loans,F,N,Y,2,157500.0,1,0.018029,
100805,0,Cash loans,M,Y,N,0,270000.0,1,0.028663,2.0
100806,0,Cash loans,F,N,Y,0,247500.0,1,0.006207,
100807,0,Cash loans,M,Y,Y,2,180000.0,1,0.030755,7.0
100808,1,Cash loans,F,N,Y,2,135000.0,1,0.022625,
100809,0,Cash loans,F,N,Y,0,112500.0,1,0.010276,
100810,0,Revolving loans,M,Y,Y,2,540000.0,1,0.018801,13.0
100811,0,Cash loans,M,N,N,0,180000.0,1,0.022625,
100812,0,Cash loans,F,N,Y,1,270000.0,1,0.072508,
100813,0,Cash loans,F,N,N,0,135000.0,1,0.022625,
100814,0,Cash loans,F,N,Y,0,126000.0,1,0.04622,
100815,0,Cash loans,M,Y,Y,0,112500.0,1,0.01885,3.0
100816,1,Cash loans,F,N,Y,0,157500.0,1,0.022625,
100817,0,Cash loans,F,N,N,0,67500.0,1,0.0105,
100818,0,Cash loans,M,N,Y,0,225000.0,1,0.028663,
100819,0,Cash loans,F,N,N,0,279000.0,1,0.009334,
100820,0,Cash loans,M,N,Y,1,157500.0,1,0.019101,
100821,0,Cash loans,F,N,N,0,180000.0,1,0.031329,
100822,0,Cash loans,M,N,Y,1,225000.0,1,0.009175,
100824,0,Revolving loans,F,N,Y,0,112500.0,1,0.008473999999999999,
100825,0,Cash loans,F,N,Y,0,225000.0,1,0.020246,
100827,0,Cash loans,F,N,N,0,117000.0,1,0.031329,
100828,0,Cash loans,F,N,Y,0,153000.0,1,0.026392,
100829,0,Cash loans,F,N,N,0,90000.0,1,0.009175,
100831,0,Cash loans,F,Y,Y,2,67500.0,1,0.00702,14.0
100832,0,Cash loans,F,N,Y,1,90000.0,1,0.005084,
100833,0,Cash loans,F,N,Y,0,121500.0,1,0.018634,
100834,0,Cash loans,M,N,Y,2,202500.0,1,0.014519999999999996,
100835,0,Cash loans,M,Y,Y,0,337500.0,1,0.008575,64.0
100837,0,Revolving loans,F,N,Y,2,45000.0,1,0.02461,
100838,0,Cash loans,F,N,N,0,81000.0,1,0.015221,
100839,1,Cash loans,M,N,N,0,180000.0,1,0.025164,
100840,1,Cash loans,M,Y,Y,0,135000.0,1,0.04622,6.0
100841,0,Cash loans,F,N,N,0,225000.0,1,0.010032,
100842,0,Cash loans,M,Y,Y,1,247500.0,1,0.010032,14.0
100843,0,Cash loans,F,N,N,0,117000.0,1,0.010032,
100844,0,Cash loans,M,N,Y,2,180000.0,1,0.032561,
100845,0,Cash loans,M,N,Y,1,67500.0,1,0.031329,
100846,0,Cash loans,F,N,N,0,58500.0,1,0.022625,
100847,0,Cash loans,M,Y,Y,0,112500.0,1,0.026392,1.0
100848,0,Cash loans,M,Y,Y,0,157500.0,1,0.016612000000000002,5.0
100849,0,Cash loans,F,N,Y,0,225000.0,1,0.020713,
100850,0,Cash loans,M,N,N,0,342000.0,1,0.014519999999999996,
100851,0,Revolving loans,M,Y,Y,0,67500.0,1,0.015221,17.0
100852,0,Cash loans,M,Y,Y,0,157500.0,1,0.006670999999999999,20.0
100853,0,Cash loans,F,N,Y,2,117000.0,1,0.025164,
100854,0,Cash loans,M,N,N,1,202500.0,1,0.006305,
100855,0,Cash loans,M,Y,N,0,270000.0,1,0.014464,14.0
100856,0,Cash loans,F,N,Y,0,112500.0,1,0.019101,
100857,0,Cash loans,F,N,Y,0,49500.0,1,0.035792000000000004,
100858,0,Cash loans,M,Y,Y,2,270000.0,1,0.00733,12.0
100859,0,Cash loans,F,N,Y,0,270000.0,1,0.04622,
100860,0,Cash loans,M,N,Y,1,180000.0,1,0.010643,
100861,0,Cash loans,M,N,N,0,306000.0,1,0.035792000000000004,
100862,0,Cash loans,M,Y,Y,0,180000.0,1,0.003813,12.0
100863,0,Cash loans,F,N,Y,0,135000.0,1,0.018634,
100864,0,Cash loans,F,N,Y,0,135000.0,1,0.025164,
100865,0,Cash loans,F,Y,Y,2,112500.0,1,0.006852,13.0
100866,0,Cash loans,F,N,Y,0,225000.0,1,0.04622,
100867,0,Cash loans,F,Y,Y,0,180000.0,1,0.006629,8.0
100868,0,Cash loans,F,N,N,0,112500.0,1,0.014519999999999996,
100869,0,Cash loans,F,N,N,0,90000.0,1,0.020713,
100870,0,Cash loans,F,N,Y,0,90000.0,1,0.01885,
100871,0,Cash loans,M,N,Y,0,90288.0,1,0.030755,
100873,0,Cash loans,F,N,Y,0,360000.0,1,0.072508,
100874,0,Cash loans,F,N,Y,0,225000.0,1,0.035792000000000004,
100875,0,Cash loans,F,N,Y,1,126000.0,1,0.031329,
100876,0,Cash loans,F,Y,Y,1,139500.0,1,0.025164,5.0
100877,0,Cash loans,F,N,Y,0,90000.0,1,0.004849,
100878,0,Cash loans,F,N,Y,1,247500.0,1,0.008019,
100879,1,Cash loans,F,Y,Y,0,450000.0,1,0.018209,2.0
100880,0,Cash loans,F,N,N,0,67500.0,1,0.031329,
100881,0,Revolving loans,M,N,N,0,243000.0,1,0.010006,
100882,0,Cash loans,F,N,Y,0,213750.0,1,0.01885,
100883,0,Cash loans,F,Y,N,2,112500.0,1,0.010966,5.0
100884,0,Cash loans,F,N,Y,0,157500.0,1,0.018029,
100885,0,Cash loans,F,N,N,0,157500.0,1,0.00496,
100886,0,Cash loans,F,Y,Y,0,315000.0,1,0.006296,4.0
100887,0,Cash loans,F,N,Y,0,67500.0,1,0.035792000000000004,
100888,0,Cash loans,F,Y,N,0,135000.0,1,0.014519999999999996,8.0
100889,0,Revolving loans,F,Y,Y,0,450000.0,1,0.04622,2.0
100890,0,Cash loans,F,N,Y,0,157500.0,1,0.011657,
100891,0,Cash loans,F,N,N,0,67500.0,1,0.020246,
100892,0,Cash loans,M,N,Y,0,315000.0,1,0.072508,
100893,0,Cash loans,F,N,Y,0,90000.0,1,0.026392,
100894,0,Cash loans,F,N,N,2,214650.0,1,0.031329,
100895,0,Cash loans,F,N,N,0,135000.0,1,0.031329,
100896,1,Cash loans,F,N,N,0,112500.0,1,0.035792000000000004,
100897,0,Cash loans,M,N,Y,0,135000.0,1,0.006305,
100898,0,Cash loans,F,N,Y,0,112500.0,1,0.016612000000000002,
100899,0,Cash loans,F,N,N,1,67500.0,1,0.030755,
100900,0,Cash loans,F,N,Y,0,67500.0,1,0.019101,
100901,0,Cash loans,F,N,Y,1,81000.0,1,0.028663,
100902,1,Cash loans,F,N,Y,0,117000.0,1,0.019689,
100903,0,Cash loans,F,N,Y,1,135000.0,1,0.031329,
100904,0,Cash loans,F,N,Y,1,45000.0,1,0.007120000000000001,
100905,0,Revolving loans,F,N,Y,0,252000.0,1,0.018209,
100906,0,Cash loans,F,N,N,0,337500.0,1,0.072508,
100907,0,Cash loans,F,Y,N,2,81000.0,1,0.006296,13.0
100908,0,Cash loans,F,N,Y,0,225000.0,1,0.003069,
100909,0,Cash loans,F,N,Y,0,135000.0,1,0.026392,
100911,0,Revolving loans,M,N,N,0,360000.0,1,0.072508,
100912,0,Cash loans,M,N,Y,2,225000.0,1,0.04622,
100914,0,Cash loans,M,Y,Y,0,337500.0,1,0.0228,0.0
100915,0,Cash loans,F,N,Y,1,63000.0,1,0.00963,
